timestamp,device_id,co2 (ppm),voc (ppb),pm1 (µg/m³),pm25 (µg/m³),pm4 (µg/m³),pm10 (µg/m³),temp_c (°C),rh (%),health_index
2025-10-06T23:15:00Z,FieldLab.001,502,82,,,,,21.9,37.2,100.0
2025-10-06T23:20:00Z,AirQ.001,529,129,1.4,2.3,4.3,4.3,22.4,39.8,98.2
2025-10-06T23:20:00Z,SPS3.001,497,122,1.6,3.6,4.4,4.4,22.5,41.5,97.1
2025-10-06T23:20:00Z,FieldLab.001,496,90,,,,,22.8,41.1,100.0
2025-10-06T23:25:00Z,AirQ.001,498,121,6.9,6.9,8.3,11.2,22.2,38.6,94.5
2025-10-06T23:25:00Z,SPS3.001,462,137,2.9,5.8,7.9,11.6,22.5,41.8,95.4
2025-10-06T23:25:00Z,FieldLab.001,509,144,,,,,22.3,40.5,100.0
2025-10-06T23:30:00Z,AirQ.001,460,122,1.9,2.9,3.6,4.7,22.6,42.3,97.7
2025-10-06T23:30:00Z,SPS3.001,472,79,0.0,0.0,0.0,0.0,22.5,39.6,100.0
2025-10-06T23:30:00Z,FieldLab.001,476,101,,,,,22.3,39.9,100.0
2025-10-06T23:35:00Z,AirQ.001,478,138,4.7,4.8,5.7,5.7,22.0,41.3,96.2
2025-10-06T23:35:00Z,SPS3.001,510,122,1.1,3.6,6.4,6.4,21.6,40.1,97.1
2025-10-06T23:35:00Z,FieldLab.001,501,91,,,,,22.2,39.2,100.0
2025-10-06T23:40:00Z,AirQ.001,467,69,3.4,4.0,4.3,6.6,22.5,41.0,96.8
2025-10-06T23:40:00Z,SPS3.001,459,72,3.6,7.4,9.6,13.4,22.2,40.4,94.1
2025-10-06T23:40:00Z,FieldLab.001,519,108,,,,,22.5,39.2,100.0
2025-10-06T23:45:00Z,AirQ.001,463,140,3.2,3.8,3.8,6.4,22.6,42.9,97.0
2025-10-06T23:45:00Z,SPS3.001,483,70,2.4,4.2,5.4,9.5,22.4,41.2,96.6
2025-10-06T23:45:00Z,FieldLab.001,530,105,,,,,22.1,38.5,100.0
2025-10-06T23:50:00Z,AirQ.001,465,75,5.7,5.9,7.1,10.9,22.1,40.7,95.3
2025-10-06T23:50:00Z,SPS3.001,466,94,4.1,8.4,12.2,21.7,22.3,36.9,93.3
2025-10-06T23:50:00Z,FieldLab.001,506,96,,,,,22.1,40.2,100.0
2025-10-06T23:55:00Z,AirQ.001,487,50,4.7,5.0,6.6,6.6,22.3,40.9,96.0
2025-10-06T23:55:00Z,SPS3.001,491,96,0.1,0.1,0.1,0.1,22.2,42.6,99.9
2025-10-06T23:55:00Z,FieldLab.001,498,92,,,,,22.2,40.8,100.0
2025-10-07T00:00:00Z,AirQ.001,458,112,7.2,8.9,9.8,12.5,22.6,37.9,92.9
2025-10-07T00:00:00Z,SPS3.001,490,83,1.5,2.8,2.8,2.8,22.9,38.4,97.8
2025-10-07T00:00:00Z,FieldLab.001,475,129,,,,,22.1,37.4,100.0
2025-10-07T00:05:00Z,AirQ.001,477,85,4.3,5.6,5.6,8.6,22.3,42.7,95.5
2025-10-07T00:05:00Z,SPS3.001,447,128,0.0,0.0,0.0,0.0,22.0,40.3,100.0
2025-10-07T00:05:00Z,FieldLab.001,509,130,,,,,22.3,41.3,100.0
2025-10-07T00:10:00Z,AirQ.001,493,50,0.0,0.0,0.1,0.1,22.5,41.4,100.0
2025-10-07T00:10:00Z,SPS3.001,489,82,0.0,2.0,3.0,8.0,22.4,39.3,98.4
2025-10-07T00:10:00Z,FieldLab.001,475,61,,,,,22.5,40.5,100.0
2025-10-07T00:15:00Z,AirQ.001,463,138,5.3,6.1,6.3,12.4,22.1,41.8,95.1
2025-10-07T00:15:00Z,SPS3.001,500,78,1.3,4.1,7.4,12.2,22.3,40.4,96.7
2025-10-07T00:15:00Z,FieldLab.001,512,146,,,,,22.2,38.0,100.0
2025-10-07T00:20:00Z,AirQ.001,500,158,0.6,0.9,0.9,5.3,22.1,37.9,99.3
2025-10-07T00:20:00Z,SPS3.001,522,108,1.7,4.6,4.6,4.6,22.3,42.9,96.3
2025-10-07T00:20:00Z,FieldLab.001,492,87,,,,,21.9,40.0,100.0
2025-10-07T00:25:00Z,AirQ.001,488,50,2.3,4.0,4.0,10.1,22.2,39.7,96.8
2025-10-07T00:25:00Z,SPS3.001,483,106,3.3,4.8,4.8,10.1,22.5,40.4,96.2
2025-10-07T00:25:00Z,FieldLab.001,513,129,,,,,22.1,41.2,100.0
2025-10-07T00:30:00Z,AirQ.001,488,106,1.6,2.5,3.9,4.6,21.9,43.7,98.0
2025-10-07T00:30:00Z,SPS3.001,482,166,4.1,6.3,6.3,14.6,22.1,41.4,95.0
2025-10-07T00:30:00Z,FieldLab.001,469,100,,,,,22.3,42.1,100.0
2025-10-07T00:35:00Z,AirQ.001,480,134,2.9,2.9,4.1,5.7,22.2,42.8,97.7
2025-10-07T00:35:00Z,SPS3.001,491,91,4.3,7.3,9.9,16.5,22.1,39.3,94.2
2025-10-07T00:35:00Z,FieldLab.001,474,107,,,,,22.3,41.0,100.0
2025-10-07T00:40:00Z,AirQ.001,493,108,5.3,5.7,6.5,9.3,21.9,40.6,95.4
2025-10-07T00:40:00Z,SPS3.001,485,115,2.9,3.9,5.1,16.6,21.8,40.8,96.9
2025-10-07T00:40:00Z,FieldLab.001,496,142,,,,,22.0,43.2,100.0
2025-10-07T00:45:00Z,AirQ.001,489,107,3.5,3.5,3.7,6.9,21.7,40.0,97.2
2025-10-07T00:45:00Z,SPS3.001,487,117,1.7,2.6,4.3,11.4,21.6,42.4,97.9
2025-10-07T00:45:00Z,FieldLab.001,486,94,,,,,22.1,39.0,100.0
2025-10-07T00:50:00Z,AirQ.001,486,122,5.4,5.5,6.6,7.1,22.1,39.0,95.6
2025-10-07T00:50:00Z,SPS3.001,509,107,2.7,3.9,3.9,3.9,21.8,39.0,96.9
2025-10-07T00:50:00Z,FieldLab.001,536,72,,,,,21.8,39.7,100.0
2025-10-07T00:55:00Z,AirQ.001,487,103,3.7,3.8,4.4,4.4,22.3,40.9,97.0
2025-10-07T00:55:00Z,SPS3.001,491,133,2.2,4.1,4.1,17.6,21.9,40.7,96.7
2025-10-07T00:55:00Z,FieldLab.001,515,64,,,,,22.1,40.0,100.0
2025-10-07T01:00:00Z,AirQ.001,466,90,3.0,4.1,4.2,7.8,21.7,44.0,96.7
2025-10-07T01:00:00Z,SPS3.001,469,113,3.3,6.8,10.5,10.9,22.5,40.1,94.6
2025-10-07T01:00:00Z,FieldLab.001,486,78,,,,,22.1,44.2,100.0
2025-10-07T01:05:00Z,AirQ.001,495,145,3.6,4.1,5.4,5.4,22.1,45.1,96.7
2025-10-07T01:05:00Z,SPS3.001,506,98,1.6,4.5,5.6,10.4,22.2,41.6,96.4
2025-10-07T01:05:00Z,FieldLab.001,502,105,,,,,21.8,43.9,100.0
2025-10-07T01:10:00Z,AirQ.001,466,102,2.6,3.8,4.4,6.4,21.8,38.2,97.0
2025-10-07T01:10:00Z,SPS3.001,506,115,2.3,3.9,5.4,7.0,22.0,43.1,96.9
2025-10-07T01:10:00Z,FieldLab.001,493,85,,,,,22.1,41.4,100.0
2025-10-07T01:15:00Z,AirQ.001,494,122,3.0,3.8,5.4,6.7,22.0,39.9,97.0
2025-10-07T01:15:00Z,SPS3.001,495,120,1.1,3.0,3.7,9.4,22.1,40.3,97.6
2025-10-07T01:15:00Z,FieldLab.001,493,65,,,,,21.9,38.3,100.0
2025-10-07T01:20:00Z,AirQ.001,472,108,1.9,2.6,3.2,3.2,22.0,41.4,97.9
2025-10-07T01:20:00Z,SPS3.001,489,112,2.3,3.7,3.7,7.7,22.2,44.3,97.0
2025-10-07T01:20:00Z,FieldLab.001,492,72,,,,,22.0,40.7,100.0
2025-10-07T01:25:00Z,AirQ.001,478,144,3.7,4.9,5.6,5.6,21.6,42.6,96.1
2025-10-07T01:25:00Z,SPS3.001,466,75,0.0,0.0,0.0,0.0,22.0,41.9,100.0
2025-10-07T01:25:00Z,FieldLab.001,504,109,,,,,22.2,44.0,100.0
2025-10-07T01:30:00Z,AirQ.001,479,87,3.0,4.4,5.9,6.4,21.8,43.3,96.5
2025-10-07T01:30:00Z,SPS3.001,489,123,3.9,7.1,9.7,12.2,22.0,40.1,94.3
2025-10-07T01:30:00Z,FieldLab.001,541,132,,,,,22.0,39.9,100.0
2025-10-07T01:35:00Z,AirQ.001,492,110,3.0,3.9,4.6,6.0,22.1,40.2,96.9
2025-10-07T01:35:00Z,SPS3.001,460,60,2.9,6.5,10.9,18.7,21.8,45.0,94.8
2025-10-07T01:35:00Z,FieldLab.001,513,85,,,,,21.7,42.2,100.0
2025-10-07T01:40:00Z,AirQ.001,529,68,4.2,4.7,6.1,6.1,21.9,44.7,96.2
2025-10-07T01:40:00Z,SPS3.001,479,116,2.9,4.6,5.6,12.4,22.0,43.4,96.3
2025-10-07T01:40:00Z,FieldLab.001,483,104,,,,,21.4,40.4,100.0
2025-10-07T01:45:00Z,AirQ.001,482,130,4.2,4.9,7.2,7.2,21.5,42.6,96.1
2025-10-07T01:45:00Z,SPS3.001,452,130,1.9,3.2,8.1,8.1,21.8,41.7,97.4
2025-10-07T01:45:00Z,FieldLab.001,511,120,,,,,21.9,43.5,100.0
2025-10-07T01:50:00Z,AirQ.001,517,128,3.5,3.8,6.2,6.2,21.6,42.2,97.0
2025-10-07T01:50:00Z,SPS3.001,481,115,2.5,5.5,5.5,10.6,21.8,41.5,95.6
2025-10-07T01:50:00Z,FieldLab.001,487,114,,,,,21.6,43.3,100.0
2025-10-07T01:55:00Z,AirQ.001,486,128,4.0,4.6,5.3,7.7,21.6,44.0,96.3
2025-10-07T01:55:00Z,SPS3.001,497,101,0.6,1.5,7.0,7.0,21.6,42.1,98.8
2025-10-07T01:55:00Z,FieldLab.001,482,109,,,,,21.6,44.2,100.0
2025-10-07T02:00:00Z,AirQ.001,475,92,4.6,5.0,7.3,7.3,21.8,43.6,96.0
2025-10-07T02:00:00Z,SPS3.001,499,56,1.4,2.0,2.0,2.4,21.6,41.3,98.4
2025-10-07T02:00:00Z,FieldLab.001,500,98,,,,,21.4,44.6,100.0
2025-10-07T02:05:00Z,AirQ.001,506,68,6.2,6.3,6.3,6.8,21.8,40.9,95.0
2025-10-07T02:05:00Z,SPS3.001,486,105,1.5,3.4,4.8,11.3,22.2,43.7,97.3
2025-10-07T02:05:00Z,FieldLab.001,494,110,,,,,21.7,44.4,100.0
2025-10-07T02:10:00Z,AirQ.001,485,118,4.4,4.9,4.9,4.9,21.4,42.5,96.1
2025-10-07T02:10:00Z,SPS3.001,486,77,2.9,5.1,8.7,11.0,21.8,43.7,95.9
2025-10-07T02:10:00Z,FieldLab.001,489,70,,,,,21.8,40.3,100.0
2025-10-07T02:15:00Z,AirQ.001,479,111,3.5,4.1,4.1,4.7,21.7,41.3,96.7
2025-10-07T02:15:00Z,SPS3.001,466,122,3.7,6.1,12.1,15.9,21.5,42.6,95.1
2025-10-07T02:15:00Z,FieldLab.001,491,120,,,,,21.3,41.7,100.0
2025-10-07T02:20:00Z,AirQ.001,488,109,2.3,3.0,3.6,5.3,21.5,43.9,97.6
2025-10-07T02:20:00Z,SPS3.001,496,98,3.9,7.2,8.6,20.4,21.4,43.8,94.2
2025-10-07T02:20:00Z,FieldLab.001,471,175,,,,,21.9,41.3,100.0
2025-10-07T02:25:00Z,AirQ.001,471,140,4.4,5.1,6.5,7.6,21.7,39.9,95.9
2025-10-07T02:25:00Z,SPS3.001,464,123,0.3,1.2,1.2,1.3,21.4,43.0,99.0
2025-10-07T02:25:00Z,FieldLab.001,475,121,,,,,21.7,42.7,100.0
2025-10-07T02:30:00Z,AirQ.001,468,113,3.7,3.7,3.7,5.2,21.5,43.0,97.0
2025-10-07T02:30:00Z,SPS3.001,489,122,3.6,4.8,8.5,19.4,21.4,45.5,96.2
2025-10-07T02:30:00Z,FieldLab.001,485,93,,,,,21.5,43.3,100.0
2025-10-07T02:35:00Z,AirQ.001,507,67,1.9,2.7,2.7,4.0,21.4,41.8,97.8
2025-10-07T02:35:00Z,SPS3.001,480,134,0.6,0.6,1.4,1.4,21.7,41.3,99.5
2025-10-07T02:35:00Z,FieldLab.001,467,147,,,,,20.8,42.6,100.0
2025-10-07T02:40:00Z,AirQ.001,494,119,3.6,4.1,4.2,6.1,21.5,42.7,96.7
2025-10-07T02:40:00Z,SPS3.001,491,116,0.8,1.4,4.2,9.3,21.7,43.3,98.9
2025-10-07T02:40:00Z,FieldLab.001,497,104,,,,,21.2,43.8,100.0
2025-10-07T02:45:00Z,AirQ.001,462,153,3.3,3.8,3.8,7.1,21.5,41.8,97.0
2025-10-07T02:45:00Z,SPS3.001,508,86,3.2,4.5,7.7,7.7,21.5,43.1,96.4
2025-10-07T02:45:00Z,FieldLab.001,522,138,,,,,21.3,41.5,100.0
2025-10-07T02:50:00Z,AirQ.001,503,92,5.6,6.5,6.5,9.0,21.4,45.5,94.8
2025-10-07T02:50:00Z,SPS3.001,483,60,3.1,5.3,5.7,13.7,21.2,43.4,95.8
2025-10-07T02:50:00Z,FieldLab.001,508,119,,,,,21.6,45.4,100.0
2025-10-07T02:55:00Z,AirQ.001,489,128,5.0,5.8,8.0,10.8,21.7,41.2,95.4
2025-10-07T02:55:00Z,SPS3.001,489,118,3.2,5.5,8.5,13.9,21.1,44.7,95.6
2025-10-07T02:55:00Z,FieldLab.001,490,87,,,,,21.3,43.0,100.0
2025-10-07T03:00:00Z,AirQ.001,494,117,1.1,2.5,4.2,6.1,21.1,40.9,98.0
2025-10-07T03:00:00Z,SPS3.001,458,133,3.0,4.1,8.4,8.4,21.3,47.0,96.7
2025-10-07T03:00:00Z,FieldLab.001,507,121,,,,,21.8,43.4,100.0
2025-10-07T03:05:00Z,AirQ.001,491,113,3.4,4.3,4.3,4.9,21.6,43.8,96.6
2025-10-07T03:05:00Z,SPS3.001,484,109,1.8,3.1,4.7,4.7,21.4,45.7,97.5
2025-10-07T03:05:00Z,FieldLab.001,476,140,,,,,21.8,42.9,100.0
2025-10-07T03:10:00Z,AirQ.001,479,90,4.8,5.2,5.5,5.8,21.3,45.0,95.8
2025-10-07T03:10:00Z,SPS3.001,491,123,1.0,1.0,2.2,3.5,21.5,43.2,99.2
2025-10-07T03:10:00Z,FieldLab.001,497,135,,,,,21.3,44.9,100.0
2025-10-07T03:15:00Z,AirQ.001,484,164,4.8,5.6,7.8,7.8,21.4,43.4,95.5
2025-10-07T03:15:00Z,SPS3.001,511,95,4.4,9.1,14.6,20.7,21.1,43.6,92.7
2025-10-07T03:15:00Z,FieldLab.001,483,87,,,,,21.2,42.2,100.0
2025-10-07T03:20:00Z,AirQ.001,489,98,4.9,5.5,7.5,9.4,21.3,43.8,95.6
2025-10-07T03:20:00Z,SPS3.001,489,60,0.0,0.1,0.1,0.1,21.4,44.3,99.9
2025-10-07T03:20:00Z,FieldLab.001,466,72,,,,,21.0,46.0,100.0
2025-10-07T03:25:00Z,AirQ.001,513,87,4.1,5.1,9.4,9.4,21.6,44.0,95.9
2025-10-07T03:25:00Z,SPS3.001,453,108,0.5,0.8,0.8,1.3,20.8,45.0,99.4
2025-10-07T03:25:00Z,FieldLab.001,507,102,,,,,20.7,43.7,100.0
2025-10-07T03:30:00Z,AirQ.001,495,70,0.5,0.5,0.5,0.5,21.0,43.0,99.6
2025-10-07T03:30:00Z,SPS3.001,475,69,2.4,4.2,4.2,5.9,21.4,48.1,96.6
2025-10-07T03:30:00Z,FieldLab.001,461,119,,,,,21.3,45.5,100.0
2025-10-07T03:35:00Z,AirQ.001,483,137,1.6,2.0,2.0,2.0,21.1,45.5,98.4
2025-10-07T03:35:00Z,SPS3.001,492,94,3.7,5.3,7.8,17.3,21.4,43.5,95.8
2025-10-07T03:35:00Z,FieldLab.001,516,96,,,,,20.9,44.7,100.0
2025-10-07T03:40:00Z,AirQ.001,521,80,6.1,6.6,6.6,10.8,21.5,41.3,94.7
2025-10-07T03:40:00Z,SPS3.001,496,115,3.6,5.7,7.1,16.2,20.9,44.4,95.4
2025-10-07T03:40:00Z,FieldLab.001,517,94,,,,,21.4,44.3,100.0
2025-10-07T03:45:00Z,AirQ.001,498,141,4.2,5.5,6.9,8.6,21.1,45.6,95.6
2025-10-07T03:45:00Z,SPS3.001,489,85,2.9,4.6,4.6,16.3,21.6,44.5,96.3
2025-10-07T03:45:00Z,FieldLab.001,525,116,,,,,21.1,45.8,100.0
2025-10-07T03:50:00Z,AirQ.001,448,101,2.2,2.4,3.2,4.3,21.1,43.2,98.1
2025-10-07T03:50:00Z,SPS3.001,479,109,3.2,3.7,3.7,8.6,21.1,46.1,97.0
2025-10-07T03:50:00Z,FieldLab.001,509,119,,,,,21.0,44.4,100.0
2025-10-07T03:55:00Z,AirQ.001,485,100,1.3,3.6,6.0,6.0,20.8,46.1,97.1
2025-10-07T03:55:00Z,SPS3.001,470,115,0.9,2.8,2.8,8.7,21.6,44.7,97.8
2025-10-07T03:55:00Z,FieldLab.001,483,129,,,,,21.3,47.6,100.0
2025-10-07T04:00:00Z,AirQ.001,477,88,3.7,4.7,5.6,11.6,21.1,41.9,96.2
2025-10-07T04:00:00Z,SPS3.001,478,123,1.7,1.7,3.8,3.8,21.0,45.2,98.6
2025-10-07T04:00:00Z,FieldLab.001,491,84,,,,,21.3,42.0,100.0
2025-10-07T04:05:00Z,AirQ.001,468,119,4.3,5.0,6.6,8.2,21.2,45.2,96.0
2025-10-07T04:05:00Z,SPS3.001,481,111,3.9,6.8,11.2,11.9,21.3,44.3,94.6
2025-10-07T04:05:00Z,FieldLab.001,460,120,,,,,21.4,44.2,100.0
2025-10-07T04:10:00Z,AirQ.001,482,109,4.4,4.8,6.7,6.7,20.9,47.3,96.2
2025-10-07T04:10:00Z,SPS3.001,498,102,1.4,2.7,4.7,4.7,21.3,42.7,97.8
2025-10-07T04:10:00Z,FieldLab.001,518,93,,,,,20.6,44.8,100.0
2025-10-07T04:15:00Z,AirQ.001,499,126,4.7,5.7,6.2,11.3,20.9,45.4,95.4
2025-10-07T04:15:00Z,SPS3.001,484,138,1.3,2.1,4.1,10.3,21.2,46.9,98.3
2025-10-07T04:15:00Z,FieldLab.001,474,116,,,,,21.1,45.5,100.0
2025-10-07T04:20:00Z,AirQ.001,507,84,3.0,3.5,3.5,9.1,21.3,44.9,97.2
2025-10-07T04:20:00Z,SPS3.001,500,145,1.9,4.3,9.9,11.2,20.7,43.4,96.6
2025-10-07T04:20:00Z,FieldLab.001,500,169,,,,,21.1,44.8,100.0
2025-10-07T04:25:00Z,AirQ.001,489,142,1.6,1.9,2.8,2.8,21.0,45.3,98.5
2025-10-07T04:25:00Z,SPS3.001,466,126,2.3,3.8,5.3,5.3,21.0,48.0,97.0
2025-10-07T04:25:00Z,FieldLab.001,475,106,,,,,21.1,43.8,100.0
2025-10-07T04:30:00Z,AirQ.001,458,97,5.7,6.6,9.4,9.4,20.9,46.1,94.7
2025-10-07T04:30:00Z,SPS3.001,500,87,3.3,8.0,9.3,24.4,20.9,44.3,93.6
2025-10-07T04:30:00Z,FieldLab.001,511,88,,,,,20.8,45.8,100.0
2025-10-07T04:35:00Z,AirQ.001,500,108,3.6,4.1,4.8,4.8,21.1,42.4,96.7
2025-10-07T04:35:00Z,SPS3.001,482,102,3.5,6.9,10.8,18.0,20.9,43.3,94.5
2025-10-07T04:35:00Z,FieldLab.001,489,75,,,,,21.0,46.2,100.0
2025-10-07T04:40:00Z,AirQ.001,488,111,3.2,4.9,4.9,6.1,20.7,44.4,96.1
2025-10-07T04:40:00Z,SPS3.001,498,85,1.0,2.7,6.9,12.9,20.4,46.3,97.8
2025-10-07T04:40:00Z,FieldLab.001,512,99,,,,,20.7,45.4,100.0
2025-10-07T04:45:00Z,AirQ.001,465,75,3.4,3.7,5.5,6.0,20.7,44.7,97.0
2025-10-07T04:45:00Z,SPS3.001,528,101,0.2,0.3,0.5,2.0,21.0,46.1,99.8
2025-10-07T04:45:00Z,FieldLab.001,497,122,,,,,20.9,45.2,100.0
2025-10-07T04:50:00Z,AirQ.001,438,100,4.7,5.0,7.9,7.9,20.6,47.5,96.0
2025-10-07T04:50:00Z,SPS3.001,474,80,2.3,4.0,6.4,9.3,21.0,47.0,96.8
2025-10-07T04:50:00Z,FieldLab.001,457,103,,,,,21.0,45.8,100.0
2025-10-07T04:55:00Z,AirQ.001,510,112,1.3,1.7,3.7,3.7,20.3,45.2,98.6
2025-10-07T04:55:00Z,SPS3.001,516,76,2.6,3.0,5.2,10.6,20.9,47.0,97.6
2025-10-07T04:55:00Z,FieldLab.001,474,139,,,,,20.6,46.2,100.0
2025-10-07T05:00:00Z,AirQ.001,481,134,4.5,5.5,6.2,6.2,21.2,46.6,95.6
2025-10-07T05:00:00Z,SPS3.001,472,75,2.6,5.8,5.8,11.4,20.5,44.3,95.4
2025-10-07T05:00:00Z,FieldLab.001,484,136,,,,,20.9,45.6,100.0
2025-10-07T05:05:00Z,AirQ.001,484,130,3.7,3.7,5.5,5.6,21.3,46.7,97.0
2025-10-07T05:05:00Z,SPS3.001,505,96,1.6,4.3,7.8,7.8,21.0,44.2,96.6
2025-10-07T05:05:00Z,FieldLab.001,512,86,,,,,20.6,47.6,100.0
2025-10-07T05:10:00Z,AirQ.001,488,62,3.9,5.1,6.5,7.5,20.7,47.0,95.9
2025-10-07T05:10:00Z,SPS3.001,501,101,0.2,2.4,3.2,3.2,20.7,49.2,98.1
2025-10-07T05:10:00Z,FieldLab.001,488,109,,,,,20.9,45.6,100.0
2025-10-07T05:15:00Z,AirQ.001,470,83,3.8,4.3,6.3,6.3,20.4,45.6,96.6
2025-10-07T05:15:00Z,SPS3.001,521,118,0.0,0.2,0.2,0.2,20.6,46.4,99.8
2025-10-07T05:15:00Z,FieldLab.001,508,116,,,,,20.4,46.8,100.0
2025-10-07T05:20:00Z,AirQ.001,474,109,3.4,4.6,6.4,8.5,20.5,47.4,96.3
2025-10-07T05:20:00Z,SPS3.001,475,115,0.9,1.9,1.9,7.2,20.4,46.3,98.5
2025-10-07T05:20:00Z,FieldLab.001,474,98,,,,,20.6,46.0,100.0
2025-10-07T05:25:00Z,AirQ.001,476,111,3.0,4.3,4.8,8.8,20.9,45.7,96.6
2025-10-07T05:25:00Z,SPS3.001,468,73,3.9,7.9,8.8,15.4,20.4,46.4,93.7
2025-10-07T05:25:00Z,FieldLab.001,494,140,,,,,20.8,44.9,100.0
2025-10-07T05:30:00Z,AirQ.001,498,149,0.7,0.7,1.4,1.4,20.4,47.0,99.4
2025-10-07T05:30:00Z,SPS3.001,492,96,5.9,9.5,15.1,15.1,20.5,46.5,92.4
2025-10-07T05:30:00Z,FieldLab.001,496,105,,,,,21.0,46.4,100.0
2025-10-07T05:35:00Z,AirQ.001,525,118,2.7,3.4,3.4,7.2,20.6,49.0,97.3
2025-10-07T05:35:00Z,SPS3.001,485,96,1.7,5.2,5.2,6.1,20.8,45.5,95.8
2025-10-07T05:35:00Z,FieldLab.001,519,78,,,,,20.8,47.7,100.0
2025-10-07T05:40:00Z,AirQ.001,467,158,5.7,6.3,6.3,8.2,20.4,46.1,95.0
2025-10-07T05:40:00Z,SPS3.001,485,93,2.3,4.5,6.1,11.2,20.7,45.9,96.4
2025-10-07T05:40:00Z,FieldLab.001,503,108,,,,,20.0,44.3,100.0
2025-10-07T05:45:00Z,AirQ.001,493,104,3.1,3.1,3.1,4.6,20.9,43.4,97.5
2025-10-07T05:45:00Z,SPS3.001,490,90,3.4,5.7,5.7,8.9,20.8,47.8,95.4
2025-10-07T05:45:00Z,FieldLab.001,498,128,,,,,20.9,45.2,100.0
2025-10-07T05:50:00Z,AirQ.001,510,96,4.4,5.0,8.0,8.0,20.4,45.5,96.0
2025-10-07T05:50:00Z,SPS3.001,462,138,1.1,1.7,1.7,12.5,20.5,47.1,98.6
2025-10-07T05:50:00Z,FieldLab.001,518,105,,,,,20.8,45.4,100.0
2025-10-07T05:55:00Z,AirQ.001,495,67,3.6,4.4,5.3,5.3,21.0,45.7,96.5
2025-10-07T05:55:00Z,SPS3.001,473,88,1.1,3.4,5.3,5.3,20.5,45.8,97.3
2025-10-07T05:55:00Z,FieldLab.001,529,97,,,,,20.7,48.4,100.0
2025-10-07T06:00:00Z,AirQ.001,459,123,4.7,5.6,5.8,7.9,20.4,47.6,95.5
2025-10-07T06:00:00Z,SPS3.001,472,92,1.4,3.2,6.4,7.2,20.4,46.8,97.4
2025-10-07T06:00:00Z,FieldLab.001,517,120,,,,,20.9,44.3,100.0
2025-10-07T06:05:00Z,AirQ.001,489,104,3.1,3.3,3.9,6.8,20.5,47.5,97.4
2025-10-07T06:05:00Z,SPS3.001,482,100,0.5,1.3,1.3,1.3,21.0,50.1,99.0
2025-10-07T06:05:00Z,FieldLab.001,489,101,,,,,20.5,46.6,100.0
2025-10-07T06:10:00Z,AirQ.001,491,61,2.8,3.5,3.5,5.8,20.6,46.2,97.2
2025-10-07T06:10:00Z,SPS3.001,516,146,2.8,3.3,6.9,6.9,20.7,51.4,97.4
2025-10-07T06:10:00Z,FieldLab.001,487,122,,,,,20.7,46.3,100.0
2025-10-07T06:15:00Z,AirQ.001,461,78,3.3,4.2,4.7,4.7,20.6,46.6,96.6
2025-10-07T06:15:00Z,SPS3.001,477,118,1.7,4.0,5.8,9.1,20.8,44.6,96.8
2025-10-07T06:15:00Z,FieldLab.001,483,127,,,,,20.6,47.8,100.0
2025-10-07T06:20:00Z,AirQ.001,458,74,7.2,7.9,9.6,14.1,20.6,45.3,93.7
2025-10-07T06:20:00Z,SPS3.001,484,95,4.0,6.5,14.5,14.5,20.3,46.8,94.8
2025-10-07T06:20:00Z,FieldLab.001,510,81,,,,,20.5,47.1,100.0
2025-10-07T06:25:00Z,AirQ.001,499,105,2.9,3.7,4.2,5.7,20.5,47.3,97.0
2025-10-07T06:25:00Z,SPS3.001,492,172,2.0,4.6,8.6,13.2,20.6,48.3,96.3
2025-10-07T06:25:00Z,FieldLab.001,475,124,,,,,20.3,46.2,100.0
2025-10-07T06:30:00Z,AirQ.001,483,97,5.1,5.9,5.9,9.4,20.3,48.3,95.3
2025-10-07T06:30:00Z,SPS3.001,474,107,2.9,5.1,5.1,6.8,19.9,45.9,95.7
2025-10-07T06:30:00Z,FieldLab.001,520,113,,,,,20.4,48.2,100.0
2025-10-07T06:35:00Z,AirQ.001,483,109,4.3,4.7,7.8,7.8,20.4,47.2,96.2
2025-10-07T06:35:00Z,SPS3.001,443,93,2.4,3.4,5.0,11.8,20.4,47.1,97.3
2025-10-07T06:35:00Z,FieldLab.001,461,152,,,,,20.2,46.1,100.0
2025-10-07T06:40:00Z,AirQ.001,501,116,4.5,6.3,9.0,9.0,20.2,45.1,95.0
2025-10-07T06:40:00Z,SPS3.001,471,66,0.0,0.9,2.7,2.7,20.7,45.5,99.3
2025-10-07T06:40:00Z,FieldLab.001,496,79,,,,,20.2,47.8,100.0
2025-10-07T06:45:00Z,AirQ.001,491,104,3.7,4.8,5.9,11.1,20.1,47.3,96.2
2025-10-07T06:45:00Z,SPS3.001,474,54,3.2,3.2,4.6,4.6,20.1,44.6,97.4
2025-10-07T06:45:00Z,FieldLab.001,506,96,,,,,20.5,47.3,100.0
2025-10-07T06:50:00Z,AirQ.001,513,85,0.7,2.0,3.0,3.8,20.2,49.3,98.4
2025-10-07T06:50:00Z,SPS3.001,475,159,0.6,0.9,5.7,5.7,20.3,48.1,99.3
2025-10-07T06:50:00Z,FieldLab.001,498,97,,,,,20.3,46.8,100.0
2025-10-07T06:55:00Z,AirQ.001,486,105,2.7,2.9,3.1,3.8,20.0,48.1,97.7
2025-10-07T06:55:00Z,SPS3.001,517,121,3.8,7.3,9.7,19.3,20.4,45.1,94.2
